filename,num_class_files,num_files_total,filename_length,has_dat_file,class_to_total_ratio,entropy_score,discord_webhook,suspicious_urls,legitimate_connections,data_collection_patterns,token_access_patterns,http_operations_count,base64_usage,network_to_game_ratio,avg_class_name_length,avg_method_name_length,short_class_names_ratio,short_method_names_ratio,total_classes,total_methods,has_mod_metadata,minecraft_api_usage,obfuscation_tools,suspicious_file_operations,filename_entropy,uses_reflection,executes_commands,func_111286_b,discòrd,requestv2,label
5f2ceddabe5c7e010910bfb79c75e13bbc76d9d809eb2b52b254c07ba1b8bcc8,0,6,64,0,0.0,4.992888938680802,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.735958099073059,0,0,0,0,0,1
8a7690fbb71f5ae34bf6b9079c748d6cd380eccdb6c8170c14d3200e8dc44857,0,4,64,0,0.0,5.028020706990379,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.862747368726378,0,0,0,0,0,1
025e1da476eb40f17955dab4be52083cac23ab4f555ed30acc9bef48d0efd0ab,0,4,64,0,0.0,5.025997253706945,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8371931183607573,0,0,0,0,0,1
a9d73dd9cc636dc5bab8d95cd6275150d301472ebcea6f66e4d2af6bd15e0ef4,43,1784,64,0,0.024103139013452915,5.004952775963751,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.858612017062465,1,1,0,0,0,1
f40d70bde7f57edd7e0fa6b262f8d00a00bcdbc6e3bd96eda0ef713639666764,0,469,64,0,0.0,0.023231395712922553,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.6831573285181993,0,0,0,0,0,1
246f8f88a40bd719e93c60a7a5467a1d66004d239c22f4c59e84fa3a0d0cd180,0,5,64,0,0.0,6.3085243398514805,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8786778376115945,0,0,0,0,0,1
42b99bbf0961d2c5a4dfeeea07f85733eed2ce2f5571904453ae56c4e6e90c7f,0,79,64,0,0.0,5.5053604310520186,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.86496157888382,0,1,0,0,0,1
d0c16db71e0ce71dcd150b642fdf0333cae330af8392a1bfa26d1650abbd9254,0,2,64,0,0.0,5.187742408461645,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8607833528033657,0,0,0,0,0,1
110d1d2f4e085dd44d9c54853cd608cf9ca7e742a65a3f25294ecf05262ec24c,0,6,64,0,0.0,5.182485571102026,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.785180611208111,0,0,0,0,0,1
ddadcd57577478a72935ec8e4d88180fb060bb1b680098f9e29e0569aecc3fd3,0,5,64,0,0.0,5.578792561183925,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8981327203902905,0,0,0,0,0,1
0f094c257ef95801cf8db94221cfdde08d05aaec87f51e72cdb72f1d676f352c,0,800,64,0,0.0,6.70941556804928,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8474278376115945,0,1,0,0,0,1
31d67c5caf851a9a544071277aa956ee7d00bb5f879ff09e9476a7214a974336,0,160,64,0,0.0,5.060622168020912,0,0,0,0,0,1,0,1.0,3.0,5.0,0.001034126163391934,0.0,967,26,0,0,0,0,3.8371931183607573,1,0,0,0,0,1
c3b27ba76af8fec666012c88a8c7a72a428315d8d475b7cf8a4e2e2b6e8b20cf,0,79,64,0,0.0,5.5057965221001215,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.7475784700246697,0,1,0,0,0,1
dba3e18871a99476f2c53264c2a45f9862ad7c7e3e769cbf977466be3a939435,43,1784,64,0,0.024103139013452915,5.006648687996258,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.803728908203315,1,1,0,0,0,1
ec4e915484b22a46b5581ef39695832191c557bf4d9bd8238da468ad9e8a75ae,0,3,64,0,0.0,4.30672490451708,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7960691426459237,0,0,0,0,0,1
5f9b7fde0ba3ef8d6ce3c96d46c79722b5ee82a20a5567a4fde09b3c0d91f183,0,4,64,0,0.0,5.023319838867147,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.951662751096862,0,0,0,0,0,1
4b2ae667a08661d06e566922df678c2c1814a50b686bdc118d8b98a47c8738ab,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7486359001641905,0,0,0,0,0,1
7f8ca2e51fbbeea11ece4b9fc9b96431d46c7117c364eca4c82cd848a3bd66d9,0,4,64,0,0.0,5.020758713600542,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7810426801821118,0,0,0,0,0,1
80ed168e70ec2f5c41285b5109d7d13809569f2d626b23e7d834e7d7b7c7e3f0,0,116,64,0,0.0,0.09421497988084823,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8356327203902905,0,0,0,0,0,1
2f9464c09525178bba5bcca06a8f77c1432ad5a5415157970efca683212cf711,0,1,64,0,0.0,4.375258354962732,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.824744188952478,0,0,0,0,0,1
a1c2861a68b2a4d62b6fbfc7534f498cefe5f92f720466d24ae1b66ebc9f5731,43,1785,64,0,0.024089635854341738,5.20586263766153,0,0,0,0,1,85,10,10.0,3.7951807228915664,14.013941698352344,0.025023169601482854,0.0025348542458808617,1079,789,0,0,0,0,3.853123587245974,1,1,0,0,0,1
ee57cc20a40772e5a97bec5a971292439371a02054d1e9d72cbc87cd50d1df81,0,192,64,0,0.0,4.974775412282793,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.758870619415028,0,1,0,0,0,1
eda2a528b487591670f89d7d123133edb196889301fb827eadef41b24d97761b,0,13,64,0,0.0,5.766199303257352,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.812042485947682,0,0,0,0,0,1
580b1fb26d3b179e464dc88c4b5893a41db79addbe273f630e08246ae60b2600,0,2,64,0,0.0,5.2109729951297865,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8981327203902905,0,1,0,0,0,1
76b9d3150d7b1c5fd1309c4c1e49391e415c34a2bcdee3892b6ca96eeed49825,0,79,64,0,0.0,5.633108560178732,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8334185102328484,0,1,0,0,0,1
f9dccda1f0e42fef80e9d5ba3a4757338e418920b1db8a82719a8d03403b6abd,43,1784,64,0,0.024103139013452915,5.002336325751969,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.892687164990341,1,1,0,0,0,1
c2ec55c4e2eaeec5f2db510356b62e29d3620613cfb4b492c17298e5b54e3732,0,4,64,0,0.0,5.0154034096688545,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7434431183607573,0,0,0,0,0,1
b6cacb001018e473f8d2349daca546e4c28e2b531113642b948644465102d38a,43,1784,64,0,0.024103139013452915,5.00829995342798,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.8321511809133533,1,1,0,0,0,1
18b243e907d1c67e7e80c4d8c444cb92bfb6747612668e79dc0a8ac83ac187a4,0,133,64,0,0.0,5.88554573601609,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7619511203015064,0,1,0,0,0,1
f72c148dfd04446e8544129a5cb5aa574b6fef6a18e304431bf1939419c2cacd,43,1784,64,0,0.024103139013452915,4.998708316124363,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.8618407829428865,1,1,0,0,0,1
34d3d36adc7dff79016c3be61db141b056a4c78caca70a4b62d34a5b67c616bb,0,3,64,0,0.0,5.161387840693945,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7285272051985197,0,0,0,0,0,1
7d92da1f57640af7e8776a504e1445e1c9ae2e93a23eb4b0d200445f395cbd06,0,11,64,0,0.0,5.603439205733047,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8863376031689865,0,0,0,0,0,1
6f74ddc1c5f896cb9641d19e267b9fb7d637b0d30c2c95b4254694b0326277de,0,192,64,0,0.0,4.974556717235166,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7766571342837696,0,1,0,0,0,1
17587fcb3e02d5f7a04f9f618a5e6fc71db27169c1fa56cd2ec4bba36efbb6ee,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8668827203902905,0,0,0,0,0,1
9b0235346eab00432f9220809726ed295c464af1361889cdefc27bf59084e8f3,0,172,64,0,0.0,5.4492014421853545,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.8847772051985197,0,0,0,0,0,1
a872e996f66cfb77786dd01dc9ae45d639cce7c89e50786aa811f6180c0622ef,0,2157,64,0,0.0,5.073031662739466,0,0,0,0,0,1,0,1.0,4.0,0.0,0.0,0.0,1,0,0,0,0,0,3.80463291462472,0,0,0,0,0,1
bdaf3102fa4e2d61a6845c09d2e7be01b15ecd88fd8de805b9b55ed8d6235868,0,4,64,0,0.0,5.011411723463502,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8103286642590994,0,0,0,0,0,1
malware5,10,10,64,0,1.0,4.948299310670782,0,0,0,0,0,21,0,7.0,18.11111111111111,10.5,0.0,0.0,9,16,0,3,0,0,2.75,0,0,0,0,0,1
e06517ec2eb6afa4621d8ba7267ffc1d295d50f7c3f71c4db73534f088d02647,0,8,64,0,0.0,5.424781232913808,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9099278376115945,0,1,0,0,0,1
2ce3ba772fd97a2cf060a1594310be3d8b0e7b0f132b5f53f81f7af3002dd731,0,4,64,0,0.0,5.025448688562846,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7999543000754064,0,0,0,0,0,1
63330f4b6a7a0d85e685e1f194bc677b513a266e77cc1d5a19ce27390429a2a7,0,133,64,0,0.0,5.88601567425018,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.9038284700246697,0,1,0,0,0,1
ce91d60a14f10d657dd9ddf77e879d98e71455d272b9574273d94a0ad11bfcb2,0,6,64,0,0.0,5.230057068517188,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7810426801821118,0,0,0,0,0,1
45b41525494546333fdc8e0065e432c583229997c3fe6685fee05004d8de81e8,0,13,64,0,0.0,4.7567830624591085,0,0,0,0,0,1,3,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7156746578376945,0,1,0,0,0,1
c5d2205c342cd1e81d28ccfdc133eb8be8a6a9b4243782d4e7337bba287f09de,0,4,64,0,0.0,4.999628126029565,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8371931183607573,0,0,0,0,0,1
85abab9156866215012623654f29eed2845857e0f187d3bb455d6d2e9b7c9fba,0,5,64,0,0.0,5.174705323718217,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.856898195373883,0,1,0,0,0,1
9fe6e1b5d468c1cc13962eb9ddbf9e1276361ae020d0929d1f8cb313a3b1cef0,0,5,64,0,0.0,6.207477839962328,0,0,0,0,0,1,0,1.0,4.0,0.0,0.0,0.0,2,0,0,0,0,0,3.7958163690494073,0,1,0,0,0,1
d863815d4c3f3d98da007d4c631178b539170f38ce01bafc07f12360409fcb33,0,4,64,0,0.0,5.022907622486351,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7945516190919983,0,0,0,0,0,1
19b5a324a8cbe7237b0cdbea4b24ccaab3de8697bd6e6f55d62243b88f680884,0,10,64,0,0.0,5.917255341713682,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8500027913050405,0,0,0,0,0,1
malware7,0,10,64,0,0.0,4.548155667222601,1,0,0,1,0,0,0,0.0,4.0,15.0,0.0,0.0,10,2,0,2,0,0,2.75,0,0,0,0,0,1
2ac54b1d36d98e05cbae12c497cfd0c6d4871202a387a5d1f680e53acddd2d7e,0,3,64,0,0.0,4.266267741636358,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8824524457395033,0,0,0,0,0,1
bbd5de9d533b350b86e4d9aa54b6545c6e890c4f263ad27433b2c995faf89493,0,25,64,0,0.0,4.683951965650252,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.760029978795036,0,1,0,0,0,1
7854f78de36e7ba1280434f6a6fc48015d2d7d89dc6bd665a717951ece83bb60,0,996,64,0,0.0,5.030970252614697,0,0,1,0,0,0,43,0.0,4.904761904761905,0.0,0.14285714285714285,0.0,21,0,0,0,0,0,3.9069492659656033,0,0,0,0,0,1
fe5143a9f57d8c7a2d61bfe149789ef07831e2c1f8bed4eb4352eca11e83355b,0,4,64,0,0.0,5.014772079411576,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8458674396411276,0,0,0,0,0,1
e440342ce8769e2101a8203d7509d0b3ee60bb4ee7f801b980682b2f4728ac82,0,3,64,0,0.0,4.280474687757466,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7938549324884816,0,0,0,0,0,1
8e865663a2409d0a961e1b9bfbaceff7e12737be9307e011c1c00d45e6e5e17f,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
213c6520ccf333f56a1efa03db040d091b4b435208131747a3faa4868bec6e9e,0,11,64,0,0.0,5.682611796863416,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8968225166542534,0,0,0,0,0,1
a43d49d6ea27ca22d837054835b05ff83827b54bdef4498cdfc45303e0d194fc,0,4,64,0,0.0,4.3812135425500145,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8496420477690365,0,1,0,0,0,1
640290f746a3f5cbb876c89ab54dbf45d6b2fce34a0959354338d6cfa9e05c00,43,1784,64,0,0.024103139013452915,5.002453674009,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.817235267751115,1,1,0,0,0,1
97c286c75e026d80a7dbdd4ec83e6790f1f7870cc55ed3a6ba1ac6930038c317,0,461,64,0,0.0,0.023834793891251507,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8513129950410776,0,0,0,0,0,1
d944fe4b66df7af75720cbc4438e0a1fbceda6de6b75acde870e2d9fd8264375,0,242,64,0,0.0,5.241341066630676,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.8684431183607573,0,1,0,0,0,1
malware3,0,132,64,0,0.0,4.59405341989118,1,0,1,1,0,13,106,6.5,2.7117117117117115,8.922535211267606,0.2882882882882883,0.0,111,426,0,2,1,0,2.75,1,1,0,0,0,1
a5d4d6644f4c0fbacd3781a2d151e76bcd45de2da0dbf458cba84b8e34c9c1d0,0,129,64,0,0.0,0.08479954242414647,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8081573285181993,0,0,0,0,0,1
9a17f87dcd2208f8f62ed76a15a6c52817008e77179c8b1f7f39c079d419f398,0,4,64,0,0.0,5.02033759146847,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.777813914301691,0,0,0,0,0,1
6a0f5e56f49912c330561e3e4a1b18f4147a345d5cb1721911c52e15fed71876,0,2,64,0,0.0,4.011347012232598,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.813374012235297,0,0,0,0,0,1
63b3c97a61429f272535cc1c52fb11496f49320672c9ecca9a6daca05f07a6bc,0,3,64,0,0.0,5.124507439625401,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7369830072378285,0,0,0,0,0,1
ad95595906cfd7cde67485d89aeded170a78090312518f8da8d0c0e34bab02ab,0,11,64,0,0.0,3.5665077625150072,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8413284700246697,0,0,0,0,0,1
11f48863ce899743c5276b47296e3ba355b3974f1b22401c6c1d90a8ec81321c,0,429,64,0,0.0,0.025358962783127683,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8653223224198237,0,0,0,0,0,1
ebc626dbc56d5632a18d639d58e3cd8d0aa23aeb6ea6ebd19fe6f2ce6ab3991e,0,1332,64,0,0.0,4.849600135445296,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.637898001139453,1,1,0,0,0,1
f7d036522e6c5c1ba72762e3e9a54b41f338fd26103e84a5f9084367f1af132e,0,42,64,0,0.0,5.185871249936773,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.890472954832899,0,1,0,0,0,1
malware4,0,2,64,0,0.0,3.9304916236789467,0,0,0,0,0,0,0,0.0,3.0,0.0,0.0,0.0,2,0,0,0,0,0,2.75,0,0,0,0,0,1
3fe6bed6de041718322ec2a9b6cc66025cd114b26c3dc85decf95bbdcdb64725,0,4,64,0,0.0,5.026317315828199,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.789969775058999,0,0,0,0,0,1
ecbfd60a1203067531e95f628d105f8555da9b4bf49a36779127654585e33b9e,0,6218,64,0,0.0,5.186995724926626,0,0,0,0,0,1,238,1.0,3.026530612244898,5.0,0.006122448979591836,0.0,980,26,0,0,0,2,3.888551813326428,1,1,0,0,0,1
580f520b11ef465d4224def23f3196f7439c5a09770257d7b7b70ac857460d6f,0,5197,64,0,0.0,5.124259667211367,0,0,0,1,1,3,301,3.0,4.545454545454546,0.0,0.13636363636363635,0.0,22,0,0,0,0,0,3.8629975629608078,1,0,0,0,0,1
b71ec6cbf1b80be48ef8a788f19485ceca0faf0e649dcccd0510781239027f3f,0,4,64,0,0.0,5.015630555532265,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.844559815267177,0,0,0,0,0,1
aaa6c84aa74e767f1405343d87de44de53a182d36909ecc8041ed9605395865d,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7776716900067484,0,0,0,0,0,1
e8ee8e0e3be3c2819b17d2e2964c3b3427f1b9ca343de15188c029196df8e567,0,79,64,0,0.0,5.627677740019217,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8234768596329824,0,1,0,0,0,1
1e29ed925219ce3f9b55a31dba328ed887fdb6a9902274d123bba54371892563,0,37,64,0,0.0,5.018719973540409,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.806957674083736,0,1,0,0,0,1
6f29861e9b517c78789c9c059ecc30400770d8c0eb9cd02e5ac4a0aea496cb24,0,133,64,0,0.0,5.57309913894809,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7746931183607573,0,1,0,0,0,1
37e0addebe5c3e8487dd1b5d5c3d239fc15dca0f936280784cf0fa78a9ee1ee0,0,192,64,0,0.0,4.974423874366896,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8500027913050405,0,1,0,0,0,1
a60f1c5aae2e8c30dc55e06976997a5d49e6af65105713c641f5e82915fb35b5,43,1784,64,0,0.024103139013452915,5.011950825747215,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.833165736636332,1,1,0,0,0,1
9b59e757bbdadc1a9b90204f2ef5c8465d4ffb1b6cde1ddae5b5f224b903ea4d,0,1840,64,0,0.0,5.239974728152144,0,0,0,0,0,0,20,0.0,3.009646302250804,5.0,0.0010718113612004287,0.0,933,25,0,0,2,0,3.8146174396411276,1,1,0,0,0,1
6ae7b754e74a6aa9f803037a8252cf5acfe5b8e8d82ae4b9b9a38826c4586702,0,4,64,0,0.0,5.852337579905887,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.777921884241178,0,0,0,0,0,1
725354c4087106607b5aca0dad7bb722e66f0d1be3d971a8d1c20d9353464498,0,4,64,0,0.0,5.02355929677101,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9060426801821118,0,0,0,0,0,1
c1adfef18a28d148b95e2b10b065c2ebb6fb493cb24ca11168628aca6efd4dac,0,6,64,0,0.0,5.1991651253580455,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.763258744675457,0,0,0,0,0,1
a8a7c0eb20b6760e1b8571a36042eac0262e255943f47207fdec5d41451ff58e,0,1124,64,0,0.0,5.169227802212583,0,0,0,0,0,1,13,1.0,5.153846153846154,0.0,0.07692307692307693,0.0,13,0,0,1,2,0,3.8824524457395033,0,0,0,0,0,1
259dedd309d4c7d224714a55819cbeb54ff787864a7a3f91cecf910d68453202,0,4,64,0,0.0,5.024534698346528,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9300365325772657,0,0,0,0,0,1
b7b03c049f436b2337784e52dd4cd08ca6a0e367a96fd6c59a49b4516f815f9d,0,4,64,0,0.0,5.026516828088513,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9280725166542534,0,0,0,0,0,1
dbcb62c90a9d7a3bea065e513589cc467ec7c3fc82868805e0f8fd7b3f54b297,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
1e4761f2536f5087e3908bcbc6e1de3ba2bd51c278cea6f33033af35535ea777,0,3,64,0,0.0,5.1303922762449625,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.823073241680437,0,0,0,0,0,1
eae69705ed61be5ff9feac833744b9a959d0ac6926374688ec16bbd2d388e922,0,79,64,0,0.0,5.626811702047419,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.9031746578376945,0,1,0,0,0,1
9dbfb2b2c624a39591fd60397997ae7d9c09896862b5d97c5db3c7dd6c6d902b,0,120,64,0,0.0,0.09066240732921962,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.6848924727583596,0,0,0,0,0,1
1eb062731bcde21f8acf296654c931a2a84174293e70b33ab20d4e2222c1f7c6,0,28,64,0,0.0,5.084132713738301,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.840421884241178,0,1,0,0,0,1
7d075bf1cd151a05e266e01313c9ab5f8716a5823af0a129058c9c8dacc31ed2,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
e372346f5b509d48a96674d94bc7e3437b679d3fe1bb2216956e260a91bbc1d9,0,429,64,0,0.0,0.02528094309874284,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.835339651739319,0,0,0,0,0,1
4cb84601d15a000f8b75d999d21c629f99a976ea5a4b006f1dc120c112421ccb,43,1784,64,0,0.024103139013452915,5.0043364295560036,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.7510600095016073,1,1,0,0,0,1
8ba3d0506abaca3702a369fc50c2c15c8389860dc8de8746f416f550a28c5e35,0,2,64,0,0.0,4.027382754618339,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.820969580824569,0,0,0,0,0,1
3701d4847458a73922f80335bed837fedcf8eab5c6bd4d315744013f50a9d40a,0,2,64,0,0.0,5.189339545354386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8513129950410776,0,0,0,0,0,1
26a0b6d33c556056beaa958cc29ee5525e9e9b0e403e962a3eae94b9eb010b9a,0,17,64,0,0.0,5.280880342131632,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,3.534927837611595,0,0,0,0,0,1
81c256f7c3bbc7abfeb056849c8e129cbd421f930fa9add480d4961c573ad351,0,1,64,0,0.0,7.521881241896235,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.953626767019874,0,0,0,0,0,1
f9193d86c6fa59613d172807e7a75b825bcfbb32e505a152428fae2c6f9fc871,0,298,64,0,0.0,4.9869093061167895,0,0,0,0,0,0,0,0.0,5.0,0.0,0.0,0.0,1,0,0,0,0,0,3.892687164990341,0,0,0,0,0,1
d01e6829f48a6a43eef55198f0fe5ce65cb650192b9e66d7129debc2310570e4,0,433,64,0,0.0,0.025330323141824523,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8808920477690365,0,0,0,0,0,1
b7fc3f74eb10214ac426a681d65154dc40f1443bcab7584db6db20bc1c7e5c6a,0,133,64,0,0.0,5.572858275390784,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.770514892280303,0,1,0,0,0,1
3b8b68d1abeaa0b4b679aaf3ced79dd4171b884aa87ec7bfd0b6d1610591d2dc,0,1332,64,0,0.0,4.838354983945705,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.7788284700246697,1,1,0,0,0,1
7aea9ac11e67437e60dab3ed908e93b5ca24a4486f8764f4940d7b045d8e0783,0,3,64,0,0.0,4.301706171360116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.83588291462472,0,0,0,0,0,1
