filename,num_class_files,num_files_total,filename_length,has_dat_file,class_to_total_ratio,entropy_score,discord_webhook,suspicious_urls,legitimate_connections,data_collection_patterns,token_access_patterns,http_operations_count,base64_usage,network_to_game_ratio,avg_class_name_length,avg_method_name_length,short_class_names_ratio,short_method_names_ratio,total_classes,total_methods,has_mod_metadata,minecraft_api_usage,obfuscation_tools,suspicious_file_operations,filename_entropy,uses_reflection,executes_commands,func_111286_b,discòrd,requestv2,label
cd4d3a0c96567211593862923625ca51d785fe8fc37ebe0b555232c4a6bedd24,0,4,64,0,0.0,5.020295911279515,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8847772051985197,0,0,0,0,0,1
a9f73d09ab37936e0a9062882b5b680f24901439c652629471e1b98b04165fa5,0,4,64,0,0.0,5.025493866279214,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8476780318460246,0,0,0,0,0,1
c8c7098852fde980e739db620a1bdd3ca1c6dda632365f9fedfd8c6749fbda75,0,4,64,0,0.0,5.028957179434485,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.869500548500278,0,0,0,0,0,1
57562fcc550fb0b34d9ff184cc1e0b8293730d0834200c1af115c95d91190d01,0,4,64,0,0.0,4.401164151691761,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.753317094075591,0,1,0,0,0,1
49bbfac69ca7633414172ec07e996d0dabd3f7811f134eecafe89acb8d55b93a,0,3,64,0,0.0,5.98800619755027,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.897226134606799,0,0,0,0,0,1
b2d5ff465c51d8eca639623805ac51f6404c138926dca9446a6799b32477885a,0,136,64,0,0.0,5.609634002473984,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.872982087977215,0,1,0,0,0,1
ccb938aa14090bbe7f86ad5217101270f91d4c3c41205394dcbd6c587e2549dc,0,5,64,0,0.0,4.926028162691908,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9083674396411276,0,0,0,0,0,1
71ff1dab01e9ed31752ac88d9b3acbcb22d73f667aa121f68695151482c078ea,0,11,64,0,0.0,5.195636430801662,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8850273994329494,0,1,0,0,0,1
6ec3f74cdfb67897bf809ea1cb5870d9f77fd011c8d992821fcf287e34934116,0,2,64,0,0.0,5.224467939154361,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8324039545098696,0,1,0,0,0,1
2b3e51c7753c44d764e15829d16aa35a56c1f674825b828d6cf6c7b071b2da7b,0,2,64,0,0.0,5.223823586880254,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8458674396411276,0,1,0,0,0,1
7918ebbbbfe168a09991b9608b1b288da83e336c956dab97912e14057eac0076,0,3,64,0,0.0,5.948693582534795,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7718225166542534,0,1,0,0,0,1
9948b75391069f635189c5c5e24c7fafd88490901b204bcd4075f72ece5ec265,0,2214,64,0,0.0,7.050336422557024,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8703642598672277,0,1,0,0,0,1
cbe7dad01bc262d6b0de0efb64cd438613c1994cb678b85fbf8aa61944b7afe2,0,10,64,0,0.0,5.920458546317598,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8850273994329494,0,0,0,0,0,1
8b526df25b73573dde9bb448078fec0b9161696cb8dec709a3d83e00b8006773,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
a2af2c47293272c35ddf0a3187f190e1235e7413cf076c8a8b651ee9162dfebd,0,6,64,0,0.0,5.2013940085141,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.9160272051985197,0,0,0,0,0,1
14d185f423388e146296c7f5ae1777185ec48f08e56da3fa1d7920f9290f9606,0,10,64,0,0.0,5.835049564511857,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8496420477690365,0,0,0,0,0,1
08c39b79377c0295b8a745f40889c5737d331eb9100e813721c1da025f6c6cdd,0,352,64,0,0.0,5.0891298764184105,0,0,1,0,0,1,56,1.0,5.0,0.0,0.5,0.0,2,0,0,1,0,0,3.8668827203902905,1,0,0,0,0,1
638cc5c44ab70d59e3a9c0ef544d9e5b6d37f799b1276e765515e111aaf30cd3,0,13,64,0,0.0,5.755702759085287,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.881656409257586,0,0,0,0,0,1
malware2,0,40,64,0,0.0,4.491961676829041,0,0,1,0,0,26,0,10.0,3.0681818181818183,8.93421052631579,0.0,0.0,44,76,0,2,0,0,2.75,1,0,0,0,0,1
716020e639d7316797f3c34402f7a3e64af7533c0cc299d161c86cf973e56fb9,0,1332,64,0,0.0,4.8462131522229335,0,0,0,0,0,0,1397,0.0,3.0010764262648006,5.0,0.0,0.0,929,25,0,0,0,0,3.7781746578376945,1,1,0,0,0,1
0164995fdd7d1d21d1696cb0d166b98cf65f82b1abc162aa30eed2afc3702cab,0,304,64,0,0.0,5.14916029161443,0,0,0,0,0,0,1,0.0,3.0,0.0,0.0,0.0,532,0,0,0,0,0,3.821984136547548,0,1,0,0,0,1
53aa97ce411f6f185580c3683cc3b4ba8b8b8c6f0bcd29009243667e7fd33593,0,172,64,0,0.0,5.450721061177142,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.886587797403416,0,0,0,0,0,1
05e0dabc5200e24d8ce64c3586af852bf95a736b7895b8252b9661a28b350370,0,4,64,0,0.0,5.022705488306783,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8333079609312746,0,0,0,0,0,1
03f7da5381da69c6beeed810c80ee55c09d7c6b7fafeb1220b47cb5b9dab0dd8,0,433,64,0,0.0,0.02513963663084005,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8601295406163905,0,0,0,0,0,1
f81a00c323c475adade7efd7c1f8e00d2e1073dd1bd31ba67e242878c727d2ce,0,18,64,0,0.0,5.243946759665942,1,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,3.7093225166542534,0,0,0,0,0,1
85af8304fde85bfbd5323012e0f79fab0045a85943454c7757dece03686b049f,0,79,64,0,0.0,5.626949454581038,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.846774025424619,0,1,0,0,0,1
84481aed848a500ec03fb0e95443a125eac073999aaf8391e221f72f75a33cb0,0,120,64,0,0.0,0.09132411089852442,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8028223224198237,0,0,0,0,0,1
cdddb72528ea0f9535676df3b408ba6bf4a8bf8b7d6a0ed6f74950c5300ab049,0,79,64,0,0.0,5.633222713663715,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.8006081122623816,0,1,0,0,0,1
6429566651f8f042215654e40dfbd2792ea15331aeb102de475b8919dc0451be,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
1bd5f11c88334c440d72982ef956f3bf0b0fde0ce68f6ceb7e0822452d840a71,0,79,64,0,0.0,5.5052332273103755,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.9003469305477325,0,1,0,0,0,1
de9c4c756623a2893c8ea5a8918ab8796ebe248bc956aba788ba7e84ed420a28,0,79,64,0,0.0,5.633418910990194,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.6826114862707113,0,1,0,0,0,1
06bdd2aa3540a9b2dabe9a827fcb79a2019982075937376f67de0f755d55eaf8,0,589,64,0,0.0,5.009102980436944,0,0,0,0,0,0,14,0.0,3.0205761316872426,5.0,0.0,0.0,972,26,0,0,2,0,3.80982827579024,1,0,0,0,0,1
eb714423f9cae2490400a308d1a7ae743a08c5ef7529929e6d6bb0399f4b863c,0,451,64,0,0.0,0.02433102898667223,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8981327203902905,0,0,0,0,0,1
46c43109b80f9820cf52d3212f5546cb924bd71964819863ceefe67d1f50274a,0,42,64,0,0.0,5.179533225132841,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9182414153559617,0,1,0,0,0,1
67e0dec2524470835e1e336e0113a805125e96b69f7ea4010377e7f03c3f8234,0,72,64,0,0.0,5.62191610255314,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7768644541016574,0,1,0,0,0,1
b44cd0d736f9b381e35724a8c6642aaef888c5da9835639eeab5afd7f554f9cd,0,4,64,0,0.0,5.023586964405128,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8675365325772657,0,0,0,0,0,1
68dac8e8f5e4516b3d0580a36ea64c2a5f6b1c228bc0eaf7ed55242057637053,0,350,64,0,0.0,5.089873748715608,0,0,1,0,0,0,52,0.0,5.0,0.0,0.5,0.0,2,0,0,1,0,0,3.822931017385495,1,0,0,0,0,1
9a3e7ec73bfc07f0411ea71765e7e9a86152223986973f1ce4992f99a2105550,0,2,64,0,0.0,5.1900170757521025,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.759373587245974,0,0,0,0,0,1
e0ed9ae4533a2a960d0015130b0265f6f93f437c63abaa6a0bb974a5d1cb4b69,0,1,64,0,0.0,4.979635429765028,0,0,0,0,1,0,7,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7685937507738325,0,0,0,0,0,1
fc6845273c8a2ca10812edeabff9831f980a8a9032c6a1f9b323c4b7ceecfd82,0,12,64,0,0.0,5.7033956094228975,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8288795406163905,0,0,0,0,0,1
ec8403bdf7e06c606e42ffa66ef04f00b754fced38a4d05a47a808802e9bb7ee,0,4,64,0,0.0,5.025114238827751,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7144073285181993,0,0,0,0,0,1
c2f98bf31d2c2fbe1c089124fb09fed4078aaaf66bc6959f46f53991c882df37,0,192,64,0,0.0,4.97461792577139,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.862747368726378,0,1,0,0,0,1
c28091facc92091cf730431a4477ae321f3c6da10a6109ab1d528889a5e01ca0,0,3,64,0,0.0,5.195369657949189,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7963193368803534,0,0,0,0,0,1
3d01699f136556a012b122dc8ddb36df71e55c639a8ef68a9e6d3ba17bd80a88,0,4,64,0,0.0,5.822771202380204,0,0,0,0,0,0,0,0.0,1.5,0.0,1.0,0.0,2,0,0,0,0,0,3.803728908203315,0,1,0,0,0,1
59204f90877c051f3405e0f792d57a9f8b0d06c4586510efd8b967f3905c4841,0,389,64,0,0.0,6.670569810654127,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.796112017062465,0,1,0,0,0,1
3c74d49f290ab58d728a1229faf88c58ecbbfe1357e913538b250a2555a61636,43,1785,64,0,0.024089635854341738,5.205869011663859,0,0,0,0,1,85,10,10.0,3.7951807228915664,14.013941698352344,0.025023169601482854,0.0025348542458808617,1079,789,0,0,0,0,3.886587797403416,1,1,0,0,0,1
9f6baa3c709e9991d09b1e9cc8c352c5ce6c2d655ecc38083329056f5f893b72,0,4,64,0,0.0,5.0159343640188965,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7251878900165245,0,0,0,0,0,1
67a577db60b011be196c1ac971a8e68c3cfa49df9e16319b4480c81011e23ff5,0,461,64,0,0.0,0.0236993318056889,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8506566034920158,0,0,0,0,0,1
7b9380b2e79992d1acc9e86a6bf39ff6c698f4420b64388c3cad307134248be1,0,2,64,0,0.0,5.274661114273619,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.829936970755911,0,1,0,0,0,1
7aef98dc35f1a70d6737f7dbf538f6644c9411a7fadbb1160bbef68b403d1047,0,4,64,0,0.0,5.016952019444773,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7827136274541524,0,0,0,0,0,1
4cb1d47e690d235180af017ab57ba220d8b792160d34b4309829da8808437e11,0,437,64,0,0.0,0.025007300560329526,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.832511924449357,0,0,0,0,0,1
221670303f587097bf1f0de817973965caf044d7f4f4be72bd8f6fcb1d36995f,0,133,64,0,0.0,5.886514566770347,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8489882355820613,0,1,0,0,0,1
b5137f1719921e5ad62c2e899b9eeb5b4b82eecdbb683d7ac712a05b215a2c37,0,6,64,0,0.0,5.032813914730908,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.7849278376115945,0,0,0,0,0,1
d78f90de0f1235726a27bdde21bdbfea5fd8eaf20abae016eb63e50acc701055,0,398,64,0,0.0,4.761909236816855,0,0,0,0,0,1,18,1.0,6.631578947368421,9.5,0.21052631578947367,0.0,19,2,0,0,0,0,3.7575629950410776,0,0,0,0,0,1
4feeb4798b2341991fb5ee9c523bd102fbccf9db7fc571a83f1dabcad81fc026,0,4,64,0,0.0,5.019681836627839,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.867789306173782,0,0,0,0,0,1
6b10f32ebd8383e293e9bd56a481b4997cf37f2fc601eb1da49c62c01757686e,0,5,64,0,0.0,5.507828837785991,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.940271251828103,0,0,0,0,0,1
502659bdc8e87682ef93ecba4ce743a6dfbe9fb5c43628c94200d4a01c4b1c05,0,172,64,0,0.0,5.44968585629096,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.921722954832899,0,0,0,0,0,1
ec691f2cd0b0281c2ae82d8a8dc32e3704d01da682b950c481da554c835342f3,0,2,64,0,0.0,5.149877678577809,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8391142598672277,0,0,0,0,0,1
bee74f4809c6299e876835b85fa01a3cf7c271fa48f107ceb6c4f24da66427d2,0,10,64,0,0.0,5.734996894988418,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9064462981346573,0,0,0,0,0,1
757aec97cafc3140380074b6477f5b85f6be82e9af204295f64d8635c8069fa0,0,4,64,0,0.0,5.019674440439843,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8751962981346573,0,0,0,0,0,1
e024fe959022d2720c1c3303f811082651aef7ed85e49c3a3113fd74f229513c,0,698,64,0,0.0,5.240462765290583,0,0,0,0,1,4,85,4.0,4.2725118483412325,4.2,0.05924170616113744,0.0,422,5,0,0,1,0,3.763258744675457,1,1,0,0,1,1
189e820809f4f0c9cddc12376b20524b6f75202b9485dba8eab85219d21000e7,0,4,64,0,0.0,5.01203194910422,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.83588291462472,0,0,0,0,0,1
e4bc1b6f2e541e90a1ed736284d2e383fcb739f10466b1fdd390211e01ed4dae,0,3,64,0,0.0,5.188368127224316,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.820563383509937,0,0,0,0,0,1
f586ffdba7f5eeba17c69186f43787a2ccd81e359d1a4686c8507d2dfe8659d3,0,37,64,0,0.0,5.015971725137123,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8607833528033657,0,1,0,0,0,1
852a0d477d29d18d5b7c419e4d64a90761e04c908fc7171e2faab5ad40021fbc,0,1,64,0,0.0,6.602779649410637,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.829172609267362,0,0,0,0,0,1
5ed0dd5c324240815e2f8922396a4c585d5d3f037e599c55c295b249aeb8bde6,0,13,64,0,0.0,5.672460152438091,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.765472954832899,0,0,0,0,0,1
5f28fdfd9956487b2fc5cf0f6c1a74f443a087283834b93155ea0352b1a881c2,1,4,64,0,0.25,4.610032902193189,0,0,0,0,0,0,2,0.0,26.0,15.11111111111111,0.0,0.0,1,9,0,0,0,0,3.8646685102328484,0,0,0,0,0,1
5832bf668bcbcf00db1d2e17f134eb918e3a6693aee92605303abe4f9112cf46,0,4,64,0,0.0,5.021074238567189,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.872217726488666,0,0,0,0,0,1
a6948f46303c9d58b7abdcaae91f6481485bc5318d5b768f47fe064a27eb6d57,0,12,64,0,0.0,5.214270415497217,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8946511809133533,0,0,0,0,0,1
90c7c86dd906597243800ce74c7cc08157c71e1094743242bc59f074c809ba00,43,1784,64,0,0.024103139013452915,5.008421380025715,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.6713622112968953,1,1,0,0,0,1
f8b9ab2e9c5569b0c046ec962bd8c485c21d2c1314092c78dd153eb8e471e1f5,0,4104,64,0,0.0,5.162556546879229,0,0,0,0,1,1,35,1.0,3.0243654822335024,5.0,0.0040609137055837565,0.0,985,27,0,0,0,0,3.8698612920362816,1,0,0,0,0,1
3dbba68c10b532ecbd126c1172717d7f6c63d3e3fc4978aa8f58a919269b6374,0,7,64,0,0.0,4.701393250961456,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8747926801821118,0,0,0,0,0,1
473596b2f09910b0484bac76190de4868b7d4ac756c46c102dc3bd91609d239e,0,2,64,0,0.0,5.224005466237534,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8550876031689865,0,0,0,0,0,1
8a3dcc5ec28cb7a796c504b6b80ceccd4d323b3eeff76b1563e8073317c488dc,0,2,64,0,0.0,5.189339545354386,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.789466807228053,0,0,0,0,0,1
1ba50ac063a7e3638c72d47fe7dfe5e8f3114bd6785ae477a1210f0df51c32f3,0,5,64,0,0.0,4.925710309687231,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8253980011394533,0,0,0,0,0,1
e7094163288076e01c76f69d9ac62994f853c7b55b49d2782676956381e10682,0,10703,64,0,0.0,5.11780847841267,0,0,1,0,0,11,76,10.0,4.787037037037037,8.5,0.2037037037037037,0.0,108,2,0,1,1,0,3.8151632818886156,0,0,0,0,0,1
b58af85849c3fdc6caeb83317c22af6c6f28c4f4b2575191f0a30904b91bb447,0,4,64,0,0.0,5.022006366253735,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8763530781525786,0,0,0,0,0,1
61babfc0447ce681c926d8d766aa613b2ef05583af4d82b2daa5058dc1f97436,0,4,64,0,0.0,5.035648367865155,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.927418704467278,0,0,0,0,0,1
77253d8464cccca03f29ec3275e0fbede395ee118ffe32340ad268f219ccfa3c,0,2,64,0,0.0,5.224101811700688,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.826304586922945,0,1,0,0,0,1
156d5e5d3092bb9a57892de9cc2f46d397bf47cef4dd492573b6a7abbb0a1d98,0,79,64,0,0.0,5.506046416840759,0,0,0,0,0,0,68,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,3.875809815267177,0,1,0,0,0,1
f7202e0f0f6dc468e5380094b4a333b65f19c0c544b3aa0045976d2d696dbacd,0,4,64,0,0.0,5.0120480059660615,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8594731490673286,0,0,0,0,0,1
afad6db3b29dea4c6bc8f76ba4ddfeda20e0911ef318516cfcb303967187ee6b,0,133,64,0,0.0,5.573023590564037,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.876756696105124,0,1,0,0,0,1
bcc085ca15a13ba18812e07e2baa371d8ba09d9123dd95eff1cecdfae6bdefb3,0,172,64,0,0.0,5.449659308399979,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.774039306173782,0,0,0,0,0,1
8f35d55d960d41eb5400a3d941000d0963a544b69c91d3bee27a9886ed828706,0,160,64,0,0.0,5.060264152890446,0,0,0,0,0,0,0,0.0,3.0,5.0,0.001034126163391934,0.0,967,26,0,0,0,0,3.8146174396411276,1,0,0,0,0,1
b04c8d0d02368d70db4c3397074d504e1e1a788d5436e6a1ea3cafc8e65b7c2d,0,13,64,0,0.0,5.605114531098183,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8580661748149776,0,0,0,0,0,1
8a70ea299b970caec8bb342c024f36b731c315907797879c0b8d0385610aca78,0,429,64,0,0.0,0.025415480124361588,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7731327203902905,0,0,0,0,0,1
317b3fd075e62519d655a682209815f275653c3b60e65546a727a17635612b0f,0,167,64,0,0.0,5.348487367294776,0,0,0,0,0,0,4,0.0,9.571428571428571,0.0,0.0,0.0,7,0,0,0,0,0,3.714810946470745,0,0,0,0,0,1
1b408b0ce8fddb688224c0be626d9dad4ab6b71f0bb1c3a598e1f7b04eb7824a,43,1784,64,0,0.024103139013452915,5.005553554775591,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.8152712518281033,1,1,0,0,0,1
35323fd1581b5eb52e3519ecad0fabee8e0a8ebef4f63f7bfa671ca71bb78730,0,172,64,0,0.0,5.449577206402825,0,0,0,0,0,0,3,0.0,3.0,0.0,0.0,0.0,1,0,0,0,0,0,3.7833674396411276,0,0,0,0,0,1
f878d2caa88757a1ba2e9a9f4890247599f306fc095b686cbc3000238d4301e2,0,2,64,0,0.0,4.8058108724720885,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8898191426459237,0,0,0,0,0,1
362561aeef9593508f0f0eeb5ea8167aebd54455408e62b697199c92d39bbcb1,0,5,64,0,0.0,5.6021895293112385,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.86557509601634,0,0,0,0,0,1
482fc659215df86dc17b2767760bdaf0f83da4fdd5070c9f592a98c218d4e026,0,0,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
257c918b25bca5ada14f5022e488899087333e3c4dcc96a4326642d123526a35,43,1784,64,0,0.024103139013452915,5.006117974564354,0,0,0,0,0,85,1165,10.0,3.777674418604651,14.013941698352344,0.024186046511627906,0.0025348542458808617,1075,789,0,0,0,0,3.826412556862432,1,1,0,0,0,1
ed41f1a75fc6e0e049e815903dac8c52e12ae6212103e9002206f0dd14ea44db,0,76,64,0,0.0,5.225546489436565,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.7788284700246697,0,1,0,0,0,1
43d091d95884207cf9b25a4cf311a1cf377ea0f18e6e3e7b53e50be432ba00a4,0,2,64,0,0.0,5.497287299610738,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.9003469305477325,0,0,0,0,0,1
a3da824a606798716fea7ef5a3bb697225d0dd219295cf59812a3fd558217d3b,0,13,64,0,0.0,4.76529148560168,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8413284700246697,0,1,0,0,0,1
34dd96511feed5b31496368b018da9e486e07ece226cddc04f2c4f6074613919,0,5205,64,0,0.0,5.138716304373427,0,0,0,2,1,1,348,1.0,3.068452380952381,5.0,0.007936507936507936,0.0,1008,27,0,0,2,0,3.850548633552528,1,1,0,0,0,1
a684c07380aecdeb97abc2b63d503818ededf7e3e53ec095f448ba74427387f0,0,4,64,0,0.0,5.026054403069851,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.8607833528033657,0,0,0,0,0,1
cae31bb96b37f1fee7efa96b671ac9888c8ea21152cd8ee47ff494c343346f25,0,42,64,0,0.0,5.178766567573838,0,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.813057041670661,0,1,0,0,0,1
1dae30054b01fe2d78addcbb5a44acb9bcd585da3823a76b2038e1f3d73a23b5,0,2027,64,0,0.0,5.191122300987335,0,0,0,0,1,0,16,0.0,3.0082644628099175,5.0,0.0010330578512396695,0.0,968,26,0,0,1,0,3.812656003080202,1,1,0,0,0,1
19e548598210c8726c198d5490ceab5d882d2ff3ab8e6d0f8765d42a7a64de48,0,4,64,0,0.0,5.013277973020133,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.86496157888382,0,0,0,0,0,1
0c10cc3d71089b66a0f5de22c6ebdba38d259ff11e3e06b2e75a47057bb39695,0,71,64,0,0.0,5.569779544307884,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.9162773994329494,0,1,0,0,0,1
f92f3ae88cc6b03c52370854c1c0cdbcd2940484145d93a946cd7050a278e99c,0,5,64,0,0.0,5.5689145549179155,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.840967726488666,0,0,0,0,0,1
577c1dc5c427f698ff69e356c40d131072b0ec01a45eb61f2d24f9df5c79570a,0,461,64,0,0.0,0.023668116913836176,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,3.8747926801821118,0,0,0,0,0,1
97e67ac77d80d26af4897acff2a3f6075e0efe7997a67d8194e799006ed5efc9,0,1,64,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1
